paper_id,covidence_id,title,authors,source_filename,source_text_json_path,trimmed_text_json_path,n_pages,abstract_block_count,title_like_line_count,author_like_line_count,program_marker_count,proceedings_signal_score,proceedings_detected,index_detected,index_confidence,index_listed_page,index_prev_code,index_next_code,page_map_method,estimated_offset,offset_confidence,fallback_triggered,trim_status,trim_reason,trim_method,trim_mode,matched_block_code,matched_block_title,title_score,author_score,match_score,start_rule,end_rule,body_signal_count,spillover_flag,header_only_flag,candidate_rank,start_page_index,end_page_index,start_line_global_index,end_line_global_index_exclusive,trimmed_at_utc
969,969,Novel clinical features of glycine receptor antibody syndrome: A series of 17 cases.,"Piquet, Amanda L; Khan, Murtaza; Warner, Judith E A; Wicklund, Matthew P; Bennett, Jeffrey L; Leehey, Maureen A; Seeberger, Lauren; Schreiner, Teri L; Paz Soldan, M Mateo; Clardy, Stacey L",969_Piquet et al. - 2019 - Novel clinical features of glycine receptor antibo.pdf,data\extraction_json\text\969.json,,7,25,79,83,0,2,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
980,980,An unusual cause of older adult falls: Stiff Leg Syndrome,Michaud M.; Gaudin C.; Brechemier D.; Cintas P.; Gauchet C.; Moulis G.; Vellas B.; Balardy L.,980_Michaud M. et al. - 2013 - An unusual cause of older adult falls Stiff Leg S.pdf,data\extraction_json\text\980.json,,2,1,27,22,0,-4,false,false,,,,,,,,false,not_needed,Document does not look like a large proceedings/program PDF.,,,,,,,,,,,,,,,,,,
1001,1001,Inpatient physiotherapy management for Stiff Person syndrome,Kahraman T.; Balci B.; Sengun I.S.,1001_Kahraman T. et al. - 2014 - Inpatient physiotherapy management for Stiff Perso.pdf,data\extraction_json\text\1001.json,qa\trimming\reports\batch_001\text_trimmed\1001.json,524,89,471,481,2,5,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP2210,PP2210 Inpatient physiotherapy management for Stiff Person syndrome,0.9807,0.6667,0.9022,,,4,false,false,1,350,350,39064,39100,2026-04-06T20:29:41.286837+00:00
1011,1011,Two cases of stiff person syndrome treated with intrathecal baclofen pump in an inpatient rehabilitation unit: A case series,Shoval H.A.; Hamer O.; Chantasi K.; Nanda U.,1011_Shoval-2014-Two cases of stiff person syndrome.pdf,data\extraction_json\text\1011.json,qa\trimming\reports\batch_001\text_trimmed\1011.json,1,3,22,16,1,9,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,Poster 313,Two Cases of Stiff Person Syndrome Treated with Intrathecal Baclofen Pump in an Inpatient,0.9114,1.0000,0.8703,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,0,2,47,2026-04-06T20:29:49.941594+00:00
1028,1028,Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome,Probst C.; Blocker I.-M.; Mindorf S.; Unger M.; Fechner K.; Meinck H.-M.; Balint B.; Stocker W.; Schlumberger W.; Komorowski L.,1028_Probst C. et al. - 2014 - Autoantibodies against glycine-associated synaptic.pdf,data\extraction_json\text\1028.json,qa\trimming\reports\batch_001\text_trimmed\1028.json,2,4,30,45,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,96,Autoantibodies against glycine-associated synaptic proteins in stiff-person syndrome,1.0000,0.7500,0.8222,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,0,1,79,135,2026-04-06T20:30:05.724313+00:00
1031,1031,Autonomic dysfunction in stiff person syndrome (SPS): Observations in 8 cases,Barboi A.,1031_Barboi A. - 2014 - Autonomic dysfunction in stiff person syndrome (SP.pdf,data\extraction_json\text\1031.json,qa\trimming\reports\batch_001\text_trimmed\1031.json,45,94,510,551,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,Poster 20,Poster 20 Autonomic dysfunction in stiff person syndrome (SPS): observations in 8 cases A. Barboi,0.9602,1.0000,0.9701,,,6,false,false,1,26,26,2574,2612,2026-04-06T20:30:30.957075+00:00
1112,1112,Practical management of stiff person syndrome in a limited resource setting-report of experiences in a two year follow-up,Siddi Ganie N.; Nichol R.; Janse Van Rensberg E.; Smit L.; Kruger A.; Nel M.; Lecuona E.,1112_Siddi Ganie-2015-Practical management of stiff.pdf,data\extraction_json\text\1112.json,qa\trimming\reports\batch_001\text_trimmed\1112.json,345,59,280,231,0,6,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,F1087,Practical management of stiff person syndrome in a limited resource setting – report of experiences in a two year follow-up,1.0000,1.0000,0.9039,backtrack_abstract_boundary,next_abstract_boundary,4,false,false,1,41,41,3221,3264,2026-04-06T20:30:57.471378+00:00
1116,1116,Paediatric neurological syndromes associated with glycine receptor antibodies,Gadian J.; Hacohen Y.; Kariyawasam S.; Woodhall M.; Brilot F.; Pillai S.; Suleiman J.; Lascelles K.; Pike M.; Munot P.; Vincent A.; Dale R.C.; Lim M.,1116_Gadian - PIIS109037981530088X.pdf,data\extraction_json\text\1116.json,qa\trimming\reports\batch_001\text_trimmed\1116.json,1,3,12,13,0,4,true,false,,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,OP87,3001 Paediatric neurological syndromes associated with glycine receptor antibodies,0.9890,1.0000,0.9917,,,1,false,false,1,0,0,83,125,2026-04-06T20:31:05.269634+00:00
1117,1117,Glycine receptor antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM) presenting as an abnormal startle response in an adolescent girl,Patel A.; Boyd S.; Amin B.; Robinson R.; Woodhall M.; Vincent A.; Hemingway C.; Munot P.,1117_Patel - Glycine receptor antibody mediated progressive.pdf,data\extraction_json\text\1117.json,qa\trimming\reports\batch_001\text_trimmed\1117.json,1,5,11,22,1,8,true,true,0.1131,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,fuzzy_title_author_block_match,fuzzy_title_author_block_match,PP08.9 - 2594,PP08.9 - 2594 Glycine receptor antibody mediated progressive encephalomyelitis with rigidity and myoclonus (PERM) presenting as an abnormal startle response in an adolescent girl,0.9875,1.0000,0.9906,,,3,false,false,1,0,0,60,106,2026-04-06T20:31:16.855328+00:00
1118,1118,Prolonged cortical hyperexcitability during burst-suppression associated with glycine receptor antibodies,Patel A.; Janackova S.; Munot P.; Vincent A.; Boyd S.,1118_Patel Prolonged cortical hyperexcitability during burst-suppression associated with glycine receptor antibodies.pdf,data\extraction_json\text\1118.json,qa\trimming\reports\batch_001\text_trimmed\1118.json,2,11,28,22,1,11,true,true,0.0300,,,,,,,true,trimmed_auto,Proceedings detected and candidate abstract passed identity and completeness guardrails.,page_local_sliding_window_match,page_local_sliding_window_match,PP14,Prolonged cortical hyperexcitability during burst-suppression associated with glycine receptor antibodies,1.0000,1.0000,0.8904,backtrack_abstract_boundary,next_abstract_boundary,2,false,false,1,0,1,91,123,2026-04-06T20:31:32.499694+00:00
